source_id,companies,symbols,target_sectors,evidence_role,source_title_year,source_url,source_page,evidence_status,source_type,source_tier,local_snapshot,download_status,http_status,final_url,content_type,bytes,sha256,pages,retrieved_at,retrieval_note
SRC-043,Solarvest Holdings Berhad,SLVEST,Energy | Utilities,Row evidence,Solarvest Annual Report 2025,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,124,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_043_Solarvest_Holdings_Berhad.pdf,downloaded,,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,application/pdf,13908631,31d035081fde057bca65aa0a6b4a0342335fabec459e91750ae49f22145e6d25,356,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-044,Yinson Holdings Berhad,YINSON,Energy,Row evidence,Yinson Integrated Annual Report 2026,https://ar.yinson.com/2026/document/full-integrated-annual-report-2026.pdf,"95, 317 (PDF pp.91, 313)",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_044_Yinson_Holdings_Berhad.pdf,downloaded,,https://ar.yinson.com/2026/document/full-integrated-annual-report-2026.pdf,application/pdf,7672482,1968564d1ced9b3a10b38441253b2cd2f34830c550c70977ebd648edda03a4db,341,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-045,Velesto Energy Berhad,VELESTO,Energy | Utilities,Row evidence,Velesto Energy Integrated Annual Report 2025 | Velesto Annual Report 2025,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,115 | Parental Leave / Hybrid Work Arrangements,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_045_Velesto_Energy_Berhad.pdf,downloaded,,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,application/pdf,7188937,9e4c732c7c97607a836312acaf108662f947c98e6fe134b4a1685220d35a7235,297,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-046,Keyfield International Berhad,KEYFIELD,Energy,Row evidence,Keyfield International Integrated Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260427/KEYFIELD-AN20260427A1-1.pdf,75,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_046_Keyfield_International_Berhad.pdf,downloaded,,https://www.insage.com.my/BursaNews/Attachment/202604/20260427/KEYFIELD-AN20260427A1-1.pdf,application/pdf,2645672,340a359914ba6d2993fbafddf811e44b82dd852ef3451199f0864ade8a5d99e8,112,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-047,Hengyuan Refining Company Berhad,HENGYUAN,Energy,Row evidence,Hengyuan Refining Sustainability Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250425/MYX/MYX_3547353_241471.pdf,61,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_047_Hengyuan_Refining_Company_Berhad.pdf,downloaded,,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250425/MYX/MYX_3547353_241471.pdf,application/pdf,2752619,c6226c5757e93a0529229d2d3b02d4b5f6243f299a09562e30dd2a18a60b0a9d,98,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-048,Wasco Berhad,WASCO,Energy,Row evidence,Wasco Integrated Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260420/WASCO-AN20260420A1-2.pdf,118,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_048_Wasco_Berhad.pdf,downloaded,,https://www.insage.com.my/BursaNews/Attachment/202604/20260420/WASCO-AN20260420A1-2.pdf,application/pdf,1936179,0c22f98d07321162d77d94015ee5e64e879f82777d6c91affd35ce9208e6e82e,143,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-049,Lianson Fleet Group Berhad,LFG,Energy | Transportation & Logistics,Row evidence,Lianson Fleet Group Annual Report 2025,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,79,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_049_Lianson_Fleet_Group_Berhad.pdf,downloaded,,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,application/pdf,5798074,be05c146581edb9b2e06ff55fbb630a70251205b48e34c9fef7c49223b818a27,272,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-050,Vantris Energy Berhad,VANTNRG,Energy,Row evidence,Vantris Energy Annual Report 2026,https://vantrisenergy.com/wp-content/uploads/2026/05/VE_AR2026_Web.pdf,77-78,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_050_Vantris_Energy_Berhad.pdf,downloaded,,https://vantrisenergy.com/wp-content/uploads/2026/05/VE_AR2026_Web.pdf,application/pdf,7089350,02f2195254aa858278d091dcb7dddce3ff0de3406ea2bff9b8057a9db1c16982,305,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-051,Petron Malaysia Refining & Marketing Bhd,PETRONM,Energy | Utilities,Row evidence,Petron Sustainability Report 2024,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,"Agile, Diverse and Thriving Workforce – Parental Leave",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_051_Petron_Malaysia_Refining_Marketing_Bhd.pdf,downloaded,,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,application/pdf,10014666,41b2406b34f99d2cbf7b0484cbdc46d8a70bafe4ef367e613122a84617813ecc,130,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-052,Kinergy Advancement Berhad,KINERGY,Energy | Utilities,Row evidence,KAB Sustainability Report 2023,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,52,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_052_Kinergy_Advancement_Berhad.pdf,downloaded,,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,application/pdf,7289744,d5d213c114cc84eedd4e0989f8bbe80fddb4a8229f2e788178c2a541ecc32ed5,46,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-053,Bumi Armada Berhad,ARMADA,Energy,Row evidence,Bumi Armada CSR Report 2010,https://www.bumiarmada.com/wp-content/uploads/2021/03/CSR2010.pdf,40,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_053_Bumi_Armada_Berhad.pdf,downloaded,,https://www.bumiarmada.com/wp-content/uploads/2021/03/CSR2010.pdf,application/pdf,1450436,5987ef125fe75461bacb759b4f6c7657970f9d2e0c5b409dda10e6b84cc80e08,70,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-054,ENRA Group Berhad,ENRA,Energy,Row evidence,ENRA Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/8613_ENRA/annual/2024-03-31/8613_ENRA_AnnualReport_2024-03-31_ENRAAnnualReport2024Part2_592231543.pdf,71,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_054_ENRA_Group_Berhad.pdf,downloaded,,https://cdn1.i3investor.com/my/files/st88k/8613_ENRA/annual/2024-03-31/8613_ENRA_AnnualReport_2024-03-31_ENRAAnnualReport2024Part2_592231543.pdf,application/pdf,2931520,00d84dc5cbd98d4022ac24491e2805db25d0a7b142ece574c6af9bffd51464ab,145,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-055,Perdana Petroleum Berhad,PERDANA,Energy,Row evidence,Perdana Petroleum Annual Report 2025,https://financialfilings.com/filings/perdana-petroleum-berhad/annual-report/2026/49094148/,Parental Leave / CSI 4 of 7,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_055_Perdana_Petroleum_Berhad.pdf,downloaded,,https://financialfilings.com/filings/perdana-petroleum-berhad/annual-report/2026/49094148/,application/pdf,6186638,8bc803d16a8915296677078f25ec484de066204e20e4a8dbbd53c0426665e426,188,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-056,Uzma Berhad,UZMA,Energy,Row evidence,Uzma Sustainability Statement 2025,https://uzmagroup.com/wp-content/uploads/2025/11/Uzma-Sustainability-Statement-2025.pdf,149,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_056_Uzma_Berhad.pdf,downloaded,,https://uzmagroup.com/wp-content/uploads/2025/11/Uzma-Sustainability-Statement-2025.pdf,application/pdf,29376326,a58a4e67a09872a368d4514983aa6dfda866b4ff2daf0d3b97f7700be409a713,87,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-057,T7 Global Berhad,T7GLOBAL,Energy | Utilities,Row evidence,T7 Global Annual Report 2022,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,49,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_057_T7_Global_Berhad.pdf,downloaded,,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,application/pdf,2934014,cd8a3425b81e15f75f8ac34f42723478325098772ed67fc483dfb740ef29036e,226,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-058,Carimin Petroleum Berhad,CARIMIN,Energy,Row evidence,Carimin Sustainability Statement 2025,https://carimin.com/wp-content/uploads/2025/10/sustainnability-statement.pdf,51,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_058_Carimin_Petroleum_Berhad.pdf,downloaded,,https://carimin.com/wp-content/uploads/2025/10/sustainnability-statement.pdf,application/pdf,1028473,ddad179fb297150f2db9d7b7c985e998e7d9e55b567a58183fb392c07994aff8,26,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-059,Reservoir Link Energy Bhd,RL,Energy | Utilities,Row evidence,Reservoir Link Annual Report 2025,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,74,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_059_Reservoir_Link_Energy_Bhd.pdf,downloaded,,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,application/pdf,10168800,e0b7ac92fb9b91ba1db947df6760b0d366bdda0f16590e11d1b1a270f8cec3ef,276,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-060,Malaysia Marine and Heavy Engineering Holdings Berhad,MHB,Energy,Row evidence,MHB Annual Report 2024,https://mhb.com.my/wp-content/uploads/2025/03/MHB-Annual-Report-2024.pdf,128,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_060_Malaysia_Marine_and_Heavy_Engineering_Holdings_Berhad.pdf,downloaded,200,https://www.insage.com.my/BursaNews/Attachment/202503/20250317/MHB-AN20250317A1-1.pdf,application/pdf,2907876,5a449d061f026616fe18ba9045204a81efd36e55011b947234814483f924214f,77,2026-09-20T05:29:51Z,Equivalent report PDF retrieved from alternate endpoint: https://www.insage.com.my/BursaNews/Attachment/202503/20250317/MHB-AN20250317A1-1.pdf
SRC-061,CIMB Group Holdings Berhad,CIMB,Financial Services,Row evidence,CIMB Sustainability Report 2025,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2025/cimb-sustainability-report-2025.pdf,147,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_061_CIMB_Group_Holdings_Berhad.pdf,downloaded,,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2025/cimb-sustainability-report-2025.pdf,application/pdf,10909075,9c9cac290ab17c3f5efc589eed1dc32c248d4bfa2f236e3a7e35db2b24fd1d17,171,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-062,Malayan Banking Berhad (Maybank),MAYBANK,Financial Services,Row evidence,Maybank Sustainability and Environmental Report 2025,https://maybankfoundation.com/wp-content/uploads/2026/04/maybank-sustainability-and-environmental-report-2025.pdf,120,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_062_Malayan_Banking_Berhad_Maybank.pdf,downloaded,,https://maybankfoundation.com/wp-content/uploads/2026/04/maybank-sustainability-and-environmental-report-2025.pdf,application/pdf,15477639,85fad87311283a5112bdd799f700dbbef0227338c106fdd74e8eb6d54f01c69f,278,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-063,AMMB Holdings Berhad (AmBank Group),AMBANK,Financial Services,Row evidence,AMMB Holdings Berhad Sustainability Report 2025,https://www.ambankgroup.com/docs/ambankgrouplibraries/sustainability/reports/ammb-sustainability-report-25.pdf,"121, 123, 141-142",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_063_AMMB_Holdings_Berhad_AmBank_Group.pdf,downloaded,,https://www.ambankgroup.com/docs/ambankgrouplibraries/sustainability/reports/ammb-sustainability-report-25.pdf,application/pdf,4880947,d5bd8be731274d53650bf69f50c6c8d43c36153640af0351e06563091adcee13,233,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-064,Alliance Bank Malaysia Berhad,ABMB,Financial Services,Row evidence,Alliance Bank Malaysia Berhad Sustainability Statement FY2026,https://www.alliancebank.com.my/Alliance/media/ABMB/IR-AnnualReports/2026/ar2026_sustainability-statement.pdf,"149, 165 (PDF pp.95, 111)",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_064_Alliance_Bank_Malaysia_Berhad.pdf,downloaded,,https://www.alliancebank.com.my/Alliance/media/ABMB/IR-AnnualReports/2026/ar2026_sustainability-statement.pdf,application/pdf,4358185,485eee9caffb27d41a9795b7597eff279062601c140a443413221f5017b4330f,126,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-065,RHB Bank Berhad,RHBBANK,Financial Services,Row evidence,RHB Sustainability Report 2025,https://www.rhbgroup.com/-/media/Assets/Corporate-Website/Document/Supported-Doc/General-Meetings/RHB-Sustainability-Report-2025.pdf,"99-100, 103",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_065_RHB_Bank_Berhad.pdf,downloaded,,https://www.rhbgroup.com/-/media/Assets/Corporate-Website/Document/Supported-Doc/General-Meetings/RHB-Sustainability-Report-2025.pdf,application/pdf,7284916,d2e2b1746cc5f5854db42d8be5c3c0826e937789ae2a56d59229e3af149bde6f,123,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-066,Allianz Malaysia Berhad,ALLIANZ,Financial Services,Row evidence,Allianz Malaysia Berhad Integrated Annual Report 2025,https://www.allianz.com.my/content/dam/onemarketing/azmb/wwwallianzcommy/pdf/investor-updates/2026/AllianzMalaysiaBerhad_IAR25.pdf,87,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_066_Allianz_Malaysia_Berhad.pdf,downloaded,,https://www.allianz.com.my/content/dam/onemarketing/azmb/wwwallianzcommy/pdf/investor-updates/2026/AllianzMalaysiaBerhad_IAR25.pdf,application/pdf,3770489,d6171795c7a24995a1062fcbee1b5b0d2ac8b7e8b4e605305309dbaa94c1ce80,401,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-067,Syarikat Takaful Malaysia Keluarga Berhad,TAKAFUL,Financial Services,Row evidence,Integrated Annual Report 2025,https://www.takaful-malaysia.com.my/wp-content/uploads/2023/04/STMKB-IAR2025_FULL-DRAFT_21.04.2026-FINAL.pdf,99,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_067_Syarikat_Takaful_Malaysia_Keluarga_Berhad.pdf,downloaded,,https://www.takaful-malaysia.com.my/wp-content/uploads/2023/04/STMKB-IAR2025_FULL-DRAFT_21.04.2026-FINAL.pdf,application/pdf,11706523,bda3af6489d670984181b9cdae28f1060f66c1e6330920bbca4e0041631d6957,471,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-068,Bank Islam Malaysia Berhad,BIMB,Financial Services,Row evidence,Bank Islam Sustainability Report 2025,https://bimb.irplc.com/investor-relations/new/pdf/Bank-Islam-Sustainability-Report-2025.pdf,199,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_068_Bank_Islam_Malaysia_Berhad.pdf,downloaded,,https://bimb.irplc.com/investor-relations/new/pdf/Bank-Islam-Sustainability-Report-2025.pdf,application/pdf,7951588,d0f00493777f001462ed574c3ef9c099cecd87303c94c233c8feee283225085a,231,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-069,AEON Credit Service (M) Berhad,AEONCR,Financial Services,Row evidence,AEON Credit Sustainability Statement 2025,https://aeoncredit.com.my/wp-content/uploads/2025-Sustainability-Statement-Report-2.pdf,112,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_069_AEON_Credit_Service_M_Berhad.pdf,downloaded,,https://aeoncredit.com.my/wp-content/uploads/2025-Sustainability-Statement-Report-2.pdf,application/pdf,4518873,fbe3d5a76f26d61262544a652d735f4d95c24f65eef05db1b68b3a615d5a71a5,120,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-070,Kenanga Investment Bank Berhad,KENANGA,Financial Services,Row evidence,Kenanga Sustainability Report 2025,https://www.kenanga.com.my/wp-content/themes/kenanga/agm2026-bitesite/documents/KenangaSR25.pdf,Parental Leave in 2025,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_070_Kenanga_Investment_Bank_Berhad.pdf,downloaded,,https://www.kenanga.com.my/wp-content/themes/kenanga/agm2026-bitesite/documents/KenangaSR25.pdf,application/pdf,14703442,cbb16963182c08cd595e31a1545aad978780a7cbf5b0e218310a83d9a6bd9feb,82,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-071,MBSB Berhad,MBSB,Financial Services,Row evidence,MBSB Berhad Sustainability Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250430/MYX/MYX_3549605_242384.pdf,54,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_071_MBSB_Berhad.pdf,downloaded,,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250430/MYX/MYX_3549605_242384.pdf,application/pdf,3027393,9c33fd22181b520c97783e2cfa251b3ce29e1979a532219ee9496ce105499355,96,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-072,Bursa Malaysia Berhad,BURSA,Financial Services,Row evidence,Bursa Malaysia Sustainability Report 2024,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/67be7545e6414a5ca4d5e329/BURSA_SR_2024_Full_Book_for_website_upload_250225%406.45pm.pdf,"114, 158",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_072_Bursa_Malaysia_Berhad.pdf,downloaded,,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/67be7545e6414a5ca4d5e329/BURSA_SR_2024_Full_Book_for_website_upload_250225%406.45pm.pdf,application/pdf,2347312,a590a3f4507dc430273ddd413306d2ccedfbe10e892d46967a2efded79dc8e47,102,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-073,Public Bank Berhad,PBBANK,Financial Services,Row evidence,Public Bank Sustainability Report 2023,https://www.publicbankgroup.com/media/lfzbm2ru/2023-sustainability-report.pdf,"239, 268",Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_073_Public_Bank_Berhad.pdf,downloaded,,https://www.publicbankgroup.com/media/lfzbm2ru/2023-sustainability-report.pdf,application/pdf,5718412,1e1461ed1b35a08d7469552a6a629d7720928eb3b7eb93ec23b1430e6c44431a,124,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-074,AFFIN Bank Berhad,AFFIN,Financial Services,Row evidence,AFFIN Bank Integrated Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250317/MYX/MYX_3535337_240236.pdf,267,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_074_AFFIN_Bank_Berhad.pdf,downloaded,,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250317/MYX/MYX_3535337_240236.pdf,application/pdf,2644774,a329e0242005c739149655f374dbf457ec9c576f700ddd9d7cb8de7b3ad41b71,346,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-075,LPI Capital Bhd,LPI,Financial Services,Row evidence,LPI Capital Annual Report 2021,https://www.lpicapital.com/downloads/annualreport2021.pdf,67,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_075_LPI_Capital_Bhd.pdf,downloaded,,https://www.lpicapital.com/downloads/annualreport2021.pdf,application/pdf,3594439,d15a608046e687de3c8729ec2716d3d48a1dcf0e358d82aa0278558f6c373434,138,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-076,MNRB Holdings Berhad,MNRB,Financial Services,Row evidence,MNRB Annual Report 2024,https://www.mnrb.com.my/api/uploads/WEBSITE_SINGLE_MNRB_AR_2024_f4a899fc36.pdf,60,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_076_MNRB_Holdings_Berhad.pdf,downloaded,,https://www.mnrb.com.my/api/uploads/WEBSITE_SINGLE_MNRB_AR_2024_f4a899fc36.pdf,application/pdf,5628129,6ffbdab2a59ceaa0926c5a3149a310930ad67f417b8e7716daa9c29c2d2d5e40,395,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-077,RCE Capital Berhad,RCECAP,Financial Services,Row evidence,RCE Annual Report 2022,https://ir2.chartnexus.com/rce/docs/agm/RCE-Annual-Report-2022.pdf,47,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_077_RCE_Capital_Berhad.pdf,downloaded,,https://ir2.chartnexus.com/rce/docs/agm/RCE-Annual-Report-2022.pdf,application/pdf,18019228,d0b9031da0ce284d77ccd448ec44fba6db219d9230a10988ee72dea6648e3770,178,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-078,Tune Protect Group Berhad,TUNEPRO,Financial Services,Row evidence,Tune Protect Annual Report 2024,https://www.insage.com.my/BursaNews/Attachment/202504/20250430/TUNEPRO-AN20250430A3-1.pdf,102,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_078_Tune_Protect_Group_Berhad.pdf,downloaded,,https://www.insage.com.my/BursaNews/Attachment/202504/20250430/TUNEPRO-AN20250430A3-1.pdf,application/pdf,2312726,594ce87eabefe5221ce03bcea601ad4256d89e2f4e9f350578866d3d6427252d,171,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-079,ELK-Desa Resources Berhad,ELKDESA,Financial Services,Row evidence,ELK-Desa Annual Report 2026,https://financialfilings.com/filings/elk-desa-resources-berhad/annual-report/2026/49413194/,49,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_079_ELK_Desa_Resources_Berhad.pdf,downloaded,,https://financialfilings.com/filings/elk-desa-resources-berhad/annual-report/2026/49413194/,application/pdf,4360706,212162990799185083dbc78cd31eaaf5d015f1150b17b39aba80368e270fb6e6,194,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-080,Insas Berhad,INSAS,Financial Services,Row evidence,Insas Annual Report 2024,https://www.insas.net/pdf/Insas%20-%20AR%202024.pdf,59,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_080_Insas_Berhad.pdf,downloaded,,https://www.insas.net/pdf/Insas%20-%20AR%202024.pdf,application/pdf,16535523,6400be648966682f4e61e65b34457797b6baa15e63c7686656a2840fc3f841a0,260,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-081,Hartalega Holdings Berhad,HARTA,Health Care,Row evidence,Hartalega Integrated Annual Report 2026,https://www.insage.com.my/IR/cmn/trps02/ArTopGrid.aspx?Symbol=5168,Ensuring Employee Well-being and Wellness,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_081_Hartalega_Holdings_Berhad.pdf,downloaded,,https://www.insage.com.my/IR/cmn/trps02/ArTopGrid.aspx?Symbol=5168,application/pdf,14770256,553bb41971e4c3e3fbc64c6e65bb132354ad23fd217e2968a8d846f0ea338991,234,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-082,Top Glove Corporation Bhd,TOPGLOV,Health Care,Row evidence,Top Glove Sustainability Report 2025 - Part 2,https://links.sgx.com/FileOpen/TopGlove_Sustainability_Report_2025_Part_2.ashx?App=Announcement&FileID=869381,66-67,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_082_Top_Glove_Corporation_Bhd.pdf,downloaded,,https://links.sgx.com/FileOpen/TopGlove_Sustainability_Report_2025_Part_2.ashx?App=Announcement&FileID=869381,application/pdf,2566840,a7546f919f0e82d0fe8d13a2b4231e543ac45eec618c6f0b3382ddd0f475c99b,32,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-083,KPJ Healthcare Berhad,KPJ,Health Care,Row evidence,KPJ Healthcare Berhad Sustainability Report 2025,https://kpj.listedcompany.com/newsroom/260428_KPJ_SR_2025_Part_2_20260428.pdf,139,Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_083_KPJ_Healthcare_Berhad.pdf,downloaded,,https://kpj.listedcompany.com/newsroom/260428_KPJ_SR_2025_Part_2_20260428.pdf,application/pdf,3276134,65f378341e0227dab1ec85060961943b12d0e12e4e5d33b7053f05f5e2cb1230,76,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
SRC-084,TMC Life Sciences Berhad,TMCLIFE,Health Care,Row evidence,TMC Life Sciences Annual Report 2025,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,70-71 (PDF pp.72-73),Report evidence completed,"Official company, Bursa, or listed-company report citation",Primary,SOURCE_FILES/SRC_084_TMC_Life_Sciences_Berhad.pdf,downloaded,,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,application/pdf,20227565,5026404ecbbad62709d5be4ad0333ab533e060041b7c435e9d99c62da0136ff2,221,2026-09-20T05:29:51Z,Existing Iteration 3 PDF validated and retained on resumed run.
