role_id,masco_task_id,task,remote_task_pre_rating,remote_rule_evidence,ai_task_pre_rating,ai_rule_evidence,rating_method,rater_1,rater_1_rating,rater_2,rater_2_rating,reconciled_rating,review_status,task_source_level,source_url
M214107,EMASCO_214107_06,Identify and assess opportunities for cost savings and improved cost-effectiveness.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-07
M214107,EMASCO_214107_07,Provide recommendations to management on cost optimisation and operational spending.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-07
M214107,EMASCO_214107_08,Plan and coordinate cost evaluation activities to support budgeting and financial planning.,remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-07
M214107,EMASCO_214107_09,Collaborate with project managers to support project completion within budget and required quality standards.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-07
M214108,EMASCO_214108_01,"Conduct research and develop new materials, formulations, or products relevant to the industry.",remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_02,"Design, review, and optimise production processes and workflows to maximise efficiency, minimise waste, and ensure quality.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_03,"Develop and implement process improvements, technological upgrades, and control systems to reduce costs and production issues.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_04,"Conduct quality control, testing, and performance evaluation of materials and finished products.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_05,"Prepare technical documentation, material and equipment specifications, and cost estimates for production activities.",on_site_or_physical,operate or handle physical equipment,ai_exposable,writing/editing/drafting,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_06,"Ensure compliance with environmental, safety, and regulatory standards throughout production.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_07,"Collaborate with design, production, research and development (R&D), suppliers, and cross-functional teams to integrate new materials or processes.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_08,"Provide technical guidance on new processes, equipment, and technologies, and prepare manuals or instructional materials.",on_site_or_physical,operate or handle physical equipment,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_09,"Troubleshoot production problems, machinery issues, and product defects.",on_site_or_physical,operate or handle physical equipment,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214108,EMASCO_214108_10,"Implement sustainable and innovative solutions in materials, production methods, and packaging.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-08
M214109,EMASCO_214109_01,"Conduct research on ceramic materials, formulations and processing techniques to support product development.",remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_02,Develop and test new ceramic formulations and prototypes to evaluate their performance and applications.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_03,"Review and design production schedules, processes and specifications, and implement improvements to maximise efficiency and reduce waste.",remote_capable,information/writing/design work,ai_exposable,data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_04,Design and apply process control measures to minimise production costs and manufacturing issues.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_05,"Prepare material lists, purchase orders, cost analyses and production cost estimates.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_06,Implement quality control measures throughout ceramic manufacturing.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_07,Collaborate with design and production teams to integrate new ceramic materials into products and processes.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_08,Ensure compliance with safety and environmental regulations in ceramic production.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214109,EMASCO_214109_09,Train staff on new ceramic processes and troubleshoot production issues.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-09
M214110,EMASCO_214110_01,"Design and simulate photonic components, optical devices, and optical systems.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_02,"Conduct laboratory experiments, optical measurements, and performance tests on photonic components and systems.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_03,"Develop prototypes, evaluate existing optical devices, and implement design or process improvements to enhance performance.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_04,"Establish design, testing, and quality standards for photonic products and processes in consultation with management and users.",remote_capable,information/writing/design work; phone/email/advisory work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_05,"Collaborate with engineers, scientists, and product teams to develop, integrate, and apply photonic technologies in practical applications.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_06,"Analyse experimental and performance data, and prepare technical reports and design documentation.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_07,"Ensure compliance with safety, quality, and relevant technical standards in photonic design, development, and testing.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214110,EMASCO_214110_08,Participate in research and development activities to innovate and optimise photonic technologies and applications.,remote_capable,information/writing/design work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-10
M214111,EMASCO_214111_01,"Design and implement Supervisory Control and Data Acquisition (SCADA) system architecture, hardware, and software for industrial process monitoring and control.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214111,EMASCO_214111_02,Develop and implement SCADA process improvements and technological upgrades to enhance operational efficiency and continuous performance.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214111,EMASCO_214111_03,"Design and program control systems, SCADA applications, and Human-Machine Interface (HMI) functions to support reliable system operation.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214111,EMASCO_214111_04,"Monitor SCADA system performance, respond to alarms and faults, and maintain, troubleshoot, and upgrade systems to ensure operational reliability.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214111,EMASCO_214111_05,"Collaborate with engineers, technicians, and other relevant teams to support SCADA system integration and implementation.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214111,EMASCO_214111_06,"Document technical specifications, maintenance procedures, and system modifications accurately.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,writing/editing/drafting,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-11
M214112,EMASCO_214112_01,"Conduct energy audits, analyse energy use, and evaluate existing systems to identify efficiency improvements and potential energy savings.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_02,"Design and implement energy-efficient and sustainable energy systems, including renewable energy technologies such as wind, solar, and biomass.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_03,"Develop and implement process improvements, technological upgrades, and energy management measures to enhance system efficiency and reduce environmental impact.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_04,"Monitor, analyse, and report on energy consumption, system performance, energy savings, and environmental outcomes.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_05,"Review processes and system specifications to optimise energy efficiency, reduce waste, and support sustainable operations.",remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_06,"Collaborate with engineers, architects, and environmental specialists to develop integrated energy solutions.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_07,"Prepare technical reports, documentation, cost analyses, and procurement requirements to support energy projects.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_08,"Oversee the installation, commissioning, maintenance, and performance optimisation of energy systems.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_09,"Train staff and advise stakeholders on operational procedures, best practices, and regulatory compliance in energy systems.",remote_capable,phone/email/advisory work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214112,EMASCO_214112_10,"Coordinate project schedules, budgets, resources, and documentation for energy engineering activities.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-12
M214113,EMASCO_214113_01,Conduct site assessments and feasibility studies for renewable energy projects.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_02,Develop and implement technical improvements and technological upgrades to enhance renewable energy generation efficiency and system performance.,remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_03,"Design, test, and implement renewable energy systems and components.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_04,Collaborate with multidisciplinary teams to optimise renewable energy generation and system integration.,remote_capable,computer/software/data work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_05,"Prepare technical specifications, material and equipment lists, and cost analyses for renewable energy projects.",on_site_or_physical,operate or handle physical equipment,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_06,"Monitor the performance of renewable energy systems, troubleshoot issues, and optimise operation.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_07,"Develop design, technical, and operational standards for renewable energy systems with management and relevant personnel.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_08,"Prepare technical documentation, system reports, and project findings for renewable energy projects.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214113,EMASCO_214113_09,"Ensure renewable energy projects comply with regulatory, safety, and environmental standards.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-13
M214114,EMASCO_214114_01,Conduct environmental impact assessments and site evaluations.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_02,Design and implement pollution control and waste management systems.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_03,"Monitor air, water, and soil quality to assess environmental conditions and ensure compliance with standards.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_04,Ensure compliance with environmental laws and regulations.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_05,Prepare technical reports and provide recommendations on environmental protection and resource management.,remote_capable,information/writing/design work,ai_exposable,data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_06,"Collaborate with industries, government agencies, and other stakeholders on sustainability and environmental initiatives.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_07,Develop and implement environmental process improvements and technological upgrades to reduce pollution and support sustainable practices.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_08,Design and improve systems and processes to maximise resource efficiency and minimise waste.,remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214114,EMASCO_214114_09,"Train staff on environmental procedures and systems, and prepare instructional materials.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-14
M214115,EMASCO_214115_01,"Conduct walk-through and detailed energy audits of residential, commercial, and industrial buildings and facilities using appropriate diagnostic tools and assessment methods.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_02,"Analyse utility bills, energy consumption data, and building systems to identify inefficiencies, waste, and opportunities for improved energy performance.",remote_capable,computer/software/data work; information/writing/design work,ai_exposable,data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_03,"Assess the condition and efficiency of energy-related systems, including heating, ventilation and air conditioning (HVAC), lighting, insulation, and other building services.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_04,"Prepare technical audit reports with findings, quantified savings potential, and actionable recommendations for energy efficiency improvement.",remote_capable,information/writing/design work,ai_exposable,data/calculation/routine processing,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_05,Propose cost-effective energy conservation measures to reduce energy consumption and operating costs.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_06,Estimate potential energy and cost savings from recommended energy efficiency measures.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_07,Support the implementation of recommended energy-saving measures and projects.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214115,EMASCO_214115_08,"Conduct compliance reviews to ensure adherence to relevant energy regulations, standards, and sustainability requirements.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-15
M214116,EMASCO_214116_01,"Design and optimise materials-related production processes to improve efficiency, reduce waste, and maximise material use.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_02,Select and evaluate suitable materials for products and manufacturing applications.,mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_03,"Conduct material testing and analysis, including strength, durability, corrosion resistance, failure investigations, and interpretation of results to support material selection and improvement.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_04,"Develop and implement process improvements, technological upgrades, and quality control measures to enhance material performance and reliability.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_05,"Collaborate with design, production, manufacturing, and multidisciplinary teams to ensure material suitability and performance for specific applications.",remote_capable,information/writing/design work,ai_exposable,analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_06,"Prepare technical reports, documentation, and cost analyses on material performance, testing outcomes, and improvement recommendations.",remote_capable,information/writing/design work,ai_exposable,writing/editing/drafting; data/calculation/routine processing; analysis/coding/content generation,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_07,"Ensure compliance with safety, quality, and environmental regulations in materials engineering activities and processes.",mixed_or_unclear,No decisive D1 published-rule keyword; human review required.,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
M214116,EMASCO_214116_08,"Advise on material failures, damage assessments, recycling, and sustainability considerations.",remote_capable,phone/email/advisory work,low_or_unclear_exposure,No explicit D1 routine information-work signal; human review required.,transparent keyword pre-rating reproducing the D1 published task rules,,,,,,pending_two_independent_human_raters,exact_occupation,https://emasco.mohr.gov.my/masco/2141-16
