"source_current_role_id","source_current_masco_code","source_current_role_title","masco2020_role_id","masco2020_code","masco2020_title","status","remap_method","remap_confidence","reason","primary_profile_for_target","source_count_for_target","target_count_for_source","source_esco_code","source_esco_title","source_portal_url","masco2020_pdf_page","masco2020_source_url","grade_source_url","alternative_2020_code","official_crosswalk"
"M213408","213408","Embryologist","M213436","213436","Embryologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2131.4.8","geneticist","https://emasco.mohr.gov.my/masco/2134-08","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214101","214101","Automation Engineer","M214101","214101","Automation Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2141.4.2.1","automation engineer","https://emasco.mohr.gov.my/masco/2141-01","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214102","214102","Robotics Engineer","M214102","214102","Robotics Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.15","robotics engineer","https://emasco.mohr.gov.my/masco/2141-02","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214103","214103","Industrial Engineer","M214103","214103","Industrial Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2141.4","industrial engineer","https://emasco.mohr.gov.my/masco/2141-03","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214104","214104","Communication Analyst","M214106","214106","Communication Analyst","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","1222.1","communication manager","https://emasco.mohr.gov.my/masco/2141-04","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214105","214105","Systems Engineer (except Computers)","M214110","214110","Systems Engineer (Except Computers)","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2141.4","industrial engineer","https://emasco.mohr.gov.my/masco/2141-05","331","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331","","","false"
"M214106","214106","Systems Design Engineer (except Computers)","M214111","214111","Systems Design Engineer (Except Computers)","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.2.4","design engineer","https://emasco.mohr.gov.my/masco/2141-06","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214107","214107","Cost Evaluation Engineer","M214115","214115","Cost Evaluation Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2411.1.5","cost analyst","https://emasco.mohr.gov.my/masco/2141-07","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214108","214108","Industrial and Production Technologist","","","","excluded","aggregate_no_unique_2020_identity","not_established","Current row combines many manufacturing/material technologist specialties. The 2020 petroleum Production Technologist is not an equivalent manufacturing-wide occupation.","false","0","0","2141.4.2","production engineer","https://emasco.mohr.gov.my/masco/2141-08","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M214109","214109","Ceramics Technologist","M214120","214120","Ceramics Technologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.11","materials engineer","https://emasco.mohr.gov.my/masco/2141-09","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214110","214110","Photonic Engineer","M214142","214142","Photonic Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.12.1","photonics engineer","https://emasco.mohr.gov.my/masco/2141-10","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214111","214111","Scada Engineer","M214144","214144","SCADA Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2141.4.2.1","automation engineer","https://emasco.mohr.gov.my/masco/2141-11","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214112","214112","Energy Engineer","M214155","214155","Energy Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.9","energy engineer","https://emasco.mohr.gov.my/masco/2141-12","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214113","214113","Renewable Energy Engineer","M214156","214156","Renewable Energy Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.9.7","renewable energy engineer","https://emasco.mohr.gov.my/masco/2141-13","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214114","214114","Environment Engineer","M214157","214157","Environment Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2143.1","environmental engineer","https://emasco.mohr.gov.my/masco/2141-14","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214115","214115","Energy Auditor","M214159","214159","Energy Auditor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.5","energy analyst","https://emasco.mohr.gov.my/masco/2141-15","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214116","214116","Materials Engineer","M214169","214169","Materials Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.11","materials engineer","https://emasco.mohr.gov.my/masco/2141-16","332","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332","","","false"
"M214201","214201","Civil Engineering Technologist","M214206","214206","Civil Engineering Technologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1","civil engineer","https://emasco.mohr.gov.my/masco/2142-01","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","","","false"
"M214202","214202","Civil Engineer","M214207","214207","Civil Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1","civil engineer","https://emasco.mohr.gov.my/masco/2142-02","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","","","false"
"M214203","214203","Foundation Engineer","M214238","214238","Foundation Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1.4","geological engineer","https://emasco.mohr.gov.my/masco/2142-03","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","","","false"
"M214204","214204","Quantity Surveyor","M214248","214248","Quantity Surveyor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.14","quantity surveyor","https://emasco.mohr.gov.my/masco/2142-04","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","","","false"
"M214206","214206","Engineer Grade J9","M214202","214202","Engineer Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2142.1","civil engineer","https://emasco.mohr.gov.my/masco/2142-06","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M214207","214207","Quantity Surveyor Grade J9/J10","M214245","214245","Quantity Surveyor Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2149.14","quantity surveyor","https://emasco.mohr.gov.my/masco/2142-07","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M214208","214208","Building Surveyor Grade J9/J10","M214246","214246","Building Surveyor Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3315.8","real estate surveyor","https://emasco.mohr.gov.my/masco/2142-08","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M214301","214301","Environmental Engineer","M214301","214301","Environmental Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2143.1","environmental engineer","https://emasco.mohr.gov.my/masco/2143-01","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214302","214302","Environmental Analyst","M214305","214305","Environmental Analyst","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2133.7","environmental scientist","https://emasco.mohr.gov.my/masco/2143-02","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214401","214401","Mechanical Engineer","M214402","214402","Mechanical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1","mechanical engineer","https://emasco.mohr.gov.my/masco/2144-01","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214402","214402","Lift Engineer","M214404","214404","Lift Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","7412.7","lift technician","https://emasco.mohr.gov.my/masco/2144-02","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214403","214403","Competent Person (CP) - Internal Combustion Engine Engineer","M214413","214413","Internal Combustion Engine Engineer","retained","reviewed_functional_equivalent","medium","Same internal-combustion-engine engineering occupation; current competent-person qualification is provenance, not an invented 2020 qualification.","true","1","1","2144.1","mechanical engineer","https://emasco.mohr.gov.my/masco/2144-03","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214404","214404","Welding Engineer","M214436","214436","Welding Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.23","welding engineer","https://emasco.mohr.gov.my/masco/2144-04","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214405","214405","Engineering Technologist","M214443","214443","Engineering Technologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1","mechanical engineer","https://emasco.mohr.gov.my/masco/2144-05","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","","","false"
"M214406","214406","Robotic Technologist","M214458","214458","Robotic Technologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3119.2.1","robotics engineering technician","https://emasco.mohr.gov.my/masco/2144-06","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214407","214407","Aerospace Engineer","M214459","214459","Aerospace Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.1","aerospace engineer","https://emasco.mohr.gov.my/masco/2144-07","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214408","214408","Mine Ventilation Engineer","","","","excluded","no_verified_2020_equivalent","not_established","No mine-ventilation-engineering entry verified; a general HVAC engineer would not establish this mining specialty.","false","0","0","2144.1.13","mine ventilation engineer","https://emasco.mohr.gov.my/masco/2144-08","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M214501","214501","Chemical Engineer","M214503","214503","Chemical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2145.1","chemical engineer","https://emasco.mohr.gov.my/masco/2145-01","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214601","214601","Mining Engineer","M214601","214601","Mining Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2146.8","mine planning engineer","https://emasco.mohr.gov.my/masco/2146-01","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214602","214602","Petroleum Mining Engineer","M214606","214606","Petroleum Mining Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2146.10","petroleum engineer","https://emasco.mohr.gov.my/masco/2146-02","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214603","214603","Metallurgist","M214609","214609","Metallurgist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2146.5","metallurgist","https://emasco.mohr.gov.my/masco/2146-03","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214604","214604","Assayer","M214616","214616","Assayer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2146.1","assayer","https://emasco.mohr.gov.my/masco/2146-04","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","","","false"
"M214605","214605","Marine Section Leader","M214624","214624","Marine Section Leader","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","4323.19","vessel operations coordinator","https://emasco.mohr.gov.my/masco/2146-05","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214606","214606","Hydraulics Engineer","M214641","214641","Hydraulics Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.7","fluid power engineer","https://emasco.mohr.gov.my/masco/2146-06","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214607","214607","Water Management Engineer","M214642","214642","Water Management Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1.11","water engineer","https://emasco.mohr.gov.my/masco/2146-07","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214608","214608","Pipeline Mechanical Engineer","M214645","214645","Pipeline Mechanical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1.7","pipeline engineer","https://emasco.mohr.gov.my/masco/2146-08","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214609","214609","Pipe Stress Engineer","M214648","214648","Pipe Stress Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2142.1.7","pipeline engineer","https://emasco.mohr.gov.my/masco/2146-09","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214610","214610","Blasting Expert (Mine)","M214649","214649","Blasting Expert","retained","reviewed_functional_equivalent","medium","Blasting Expert within the mining group; the added Mine qualifier is not a distinct occupational identity.","true","1","1","2146.3","explosives engineer","https://emasco.mohr.gov.my/masco/2146-10","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214901","214901","Explosive Ordnance Engineer","M214901","214901","Explosive Ordnance Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2146.3","explosives engineer","https://emasco.mohr.gov.my/masco/2149-01","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214902","214902","Marine Salvage Engineer","M214902","214902","Marine Salvage Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.10","marine engineer","https://emasco.mohr.gov.my/masco/2149-02","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214904","214904","Industrial Health and Safety Engineer","M214907","214907","Industrial Health and Safety Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.10","health and safety engineer","https://emasco.mohr.gov.my/masco/2149-04","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214905","214905","Field Service Engineer","M214913","214913","Field Service Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.6","equipment engineer","https://emasco.mohr.gov.my/masco/2149-05","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214906","214906","Research Engineer","M214918","214918","Research Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.2.8","research engineer","https://emasco.mohr.gov.my/masco/2149-06","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214907","214907","Biomedical Engineer","M214919","214919","Biomedical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.5.1","biomedical engineer","https://emasco.mohr.gov.my/masco/2149-07","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214908","214908","Optical Engineer","M214920","214920","Optical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.12","optical engineer","https://emasco.mohr.gov.my/masco/2149-08","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214909","214909","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","M214921","214921","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.2.7","quality engineer","https://emasco.mohr.gov.my/masco/2149-09","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","","","false"
"M214910","214910","Commissioning Engineer","M214923","214923","Commissioning Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.6","commissioning engineer","https://emasco.mohr.gov.my/masco/2149-10","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","","","false"
"M214911","214911","Nano Engineer","","","","excluded","no_verified_2020_equivalent","not_established","No Nano Engineer/nanotechnology-engineering occupation verified in the 2020 index.","false","0","0","2149.11.1","nanoengineer","https://emasco.mohr.gov.my/masco/2149-11","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf","","","false"
"M214913","214913","Factories and Machinery Inspector Grade J9","M214922","214922","Factories and Machinery Inspector Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3257.5","occupational health and safety inspector","https://emasco.mohr.gov.my/masco/2149-13","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M215101","215101","Electrical Engineer","M215102","215102","Electrical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2151.1","electrical engineer","https://emasco.mohr.gov.my/masco/2151-01","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","","","false"
"M215102","215102","Electrical Energy Auditor","M215135","215135","Electrical Energy Auditor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3112.5","energy analyst","https://emasco.mohr.gov.my/masco/2151-02","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","","","false"
"M215103","215103","Electrical Superintendent","M215136","215136","Electrical Superintendent","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3123.1.11","electrical supervisor","https://emasco.mohr.gov.my/masco/2151-03","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","","","false"
"M215201","215201","Electronics Engineer","M215202","215202","Electronics Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2152.1","electronics engineer","https://emasco.mohr.gov.my/masco/2152-01","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","","","false"
"M215202","215202","Integrated Circuit (IC) Package Assembly Process Engineer","M215236","215236","Integrated Circuit Package Assembly Process Engineer (IC)","retained","title_variant","high","Same occupational identity after word-order, singular/plural, spelling, acronym-position or explicit competent-person title-wrapper variation. Preserve the official 2020 printed title.","true","1","1","2152.1.7","microelectronics engineer","https://emasco.mohr.gov.my/masco/2152-02","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","","","false"
"M215301","215301","Telecommunications Engineer","M215301","215301","Telecommunications Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2153.1","telecommunications engineer","https://emasco.mohr.gov.my/masco/2153-01","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","","","false"
"M215302","215302","Network and Systems Engineer","M215323","215323","Network and System Engineer","retained","title_variant","high","Same occupational identity after word-order, singular/plural, spelling, acronym-position or explicit competent-person title-wrapper variation. Preserve the official 2020 printed title.","true","1","1","2523.3","ICT network engineer","https://emasco.mohr.gov.my/masco/2153-02","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","","","false"
"M215303","215303","Acoustic Engineer","M215330","215330","Acoustic Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2149.1","acoustical engineer","https://emasco.mohr.gov.my/masco/2153-03","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","","","false"
"M216101","216101","Architect","M216102","216102","Architect","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2161.1","architect","https://emasco.mohr.gov.my/masco/2161-01","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216102","216102","Architect Grade J9/J10","M216101","216101","Architect Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2161.1","architect","https://emasco.mohr.gov.my/masco/2161-02","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M216201","216201","Landscape Architect","M216202","216202","Landscape Architect","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2162.1","landscape architect","https://emasco.mohr.gov.my/masco/2162-01","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216202","216202","Landscape Architect Grade J9","M216201","216201","Landscape Architect Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2162.1","landscape architect","https://emasco.mohr.gov.my/masco/2162-02","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M216301","216301","Commercial Products Designer","M216301","216301","Commercial Products Designer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2163.1","industrial designer","https://emasco.mohr.gov.my/masco/2163-01","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216302","216302","Green Technology Design Professional","M216326","216326","Green Technology Design Professional","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2143.1","environmental engineer","https://emasco.mohr.gov.my/masco/2163-02","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216401","216401","Town Planner","M216402","216402","Town Planner","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2164.4","urban planner","https://emasco.mohr.gov.my/masco/2164-01","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216402","216402","Traffic Engineer","M216404","216404","Traffic Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2164.3","transport planner","https://emasco.mohr.gov.my/masco/2164-02","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216403","216403","Urban and Regional Planner","M216407","216407","Urban and Regional Planners","retained","title_variant","high","Same occupational identity after word-order, singular/plural, spelling, acronym-position or explicit competent-person title-wrapper variation. Preserve the official 2020 printed title.","true","1","1","2164.4","urban planner","https://emasco.mohr.gov.my/masco/2164-03","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216404","216404","Urban and Rural Planning Officer Grade J9","M216401","216401","Urban and Rural Planning Officer Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2164.4","urban planner","https://emasco.mohr.gov.my/masco/2164-04","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M216501","216501","Cartographer","M216503","216503","Cartographer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2165.2","cartographer","https://emasco.mohr.gov.my/masco/2165-01","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
