role_id,masco_code,role_title,original_inventory,core_candidates,approved_core_candidates,conditional_skills,empty_digital_band,mapping_confidence,mapping_relation,mapping_approval,status
M215202,215202,Electronics Engineer,58,27,27,31,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215236,215236,Integrated Circuit Package Assembly Process Engineer (IC),106,45,45,61,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215301,215301,Telecommunications Engineer,91,25,25,66,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215323,215323,Network and System Engineer,98,23,23,75,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M215330,215330,Acoustic Engineer,33,13,13,20,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216101,216101,Architect Grade J41,95,45,45,50,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216102,216102,Architect,95,45,45,50,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216201,216201,Landscape Architect Grade J41,52,18,18,34,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216202,216202,Landscape Architect,52,18,18,34,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216301,216301,Commercial Products Designer,67,20,0,47,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M216326,216326,Green Technology Design Professional,83,52,52,31,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216401,216401,Urban and Rural Planning Officer Grade J41,82,45,0,37,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M216402,216402,Town Planner,82,45,45,37,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216404,216404,Traffic Engineer,49,26,26,23,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216407,216407,Urban and Regional Planners,82,45,0,37,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M216501,216501,Geospatialist Grade J41,43,20,0,23,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M216502,216502,Surveyor Grade J41,53,27,27,26,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216503,216503,Cartographer,49,17,17,32,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216507,216507,Surveyor,53,27,27,26,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M216601,216601,Designer Grade B41,64,19,19,45,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217102,217102,Marine Engineer,72,20,20,52,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217105,217105,Naval Architect,92,12,12,80,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217201,217201,Marine Officer Grade AL41,79,27,0,52,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217203,217203,Hovercraft Pilot,30,21,0,9,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217205,217205,Port Captain,39,31,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217207,217207,Ship Navigator,28,21,21,7,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217210,217210,Marine Superintendent (Deck),28,21,21,7,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217211,217211,Shipping Executive,25,12,0,13,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217301,217301,Pilot/ Pilot Examiner Grade AT41,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217302,217302,Aircraft Examiner Grade AT41,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217303,217303,Pilot,88,24,0,64,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217305,217305,Flight Instructor,42,19,19,23,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217310,217310,Aircraft Design Engineer,47,19,19,28,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217311,217311,Aeronautical Engineer,47,19,19,28,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217312,217312,Pilot/Pilot Examiner Grade AT43,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217313,217313,Pilot/Pilot Examiner Grade AT47,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217314,217314,Pilot/Pilot Examiner Grade AT51,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217315,217315,Pilot/Pilot Examiner Grade AT53,30,24,24,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217322,217322,Marine Aviation Officer,20,17,0,3,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M217401,217401,Air Traffic Control Officer Grade A41,36,32,32,4,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217402,217402,Air Traffic Controller,36,32,32,4,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217403,217403,Operation Centre Controller,20,17,17,3,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M217501,217501,Railway and Locomotive Operation Officer,26,20,20,6,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M218101,218101,Mining Excecutive,38,27,27,11,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M218201,218201,Manufacturing Executive,82,21,0,61,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M218202,218202,Quality Assurance Executive,31,17,17,14,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M218207,218207,Store Executive,54,40,0,14,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M218229,218229,Technical Service Adviser,84,31,0,53,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M218231,218231,Material Specialist,47,27,27,20,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M218301,218301,Construction Executive,56,27,27,29,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221101,221101,Medical Officer Grade UD41,56,10,10,46,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221102,221102,Medical Doctor,56,10,10,46,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221107,221107,"Medical Doctor, Gynaecology",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221108,221108,"Medical Doctor, Cardiology",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221110,221110,"Medical Doctor, Obstetrics",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221111,221111,"Medical Doctor, Ophthalmology",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221112,221112,"Medical Doctor, Psychiatry",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221113,221113,"Medical Doctor, Radiology",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221118,221118,"Doctor, Skin",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221120,221120,Medical Officer Grade UD43,56,10,10,46,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221201,221201,"Ear, Nose and Throat Specialist",178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221204,221204,Anaesthetist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221206,221206,Medical Oncologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221208,221208,Psychiatrist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221209,221209,Ophthalmologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221210,221210,Cardiologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221211,221211,Neurologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221213,221213,Obstetrician and Gynaecologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221217,221217,Surgeon,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221233,221233,Dermatologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221234,221234,Orthopaedist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221236,221236,Paediatrician,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221244,221244,Physician,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221257,221257,Radiologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221262,221262,Urologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221263,221263,Venereologist,178,62,62,116,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M221266,221266,Application Specialist (Hematology),79,34,0,45,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M222101,222101,Nurse Grade U41,106,92,92,14,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M222102,222102,Professional Nurse,106,92,92,14,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M222109,222109,Specialist Nurse,92,70,70,22,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M222110,222110,Nurse Instructor,94,43,43,51,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M222201,222201,Professional Midwife,88,73,73,15,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M224101,224101,Paramedic,83,74,74,9,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M225101,225101,Veterinary Officer Grade GV41,52,35,0,17,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M225102,225102,Veterinarian,77,53,53,24,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226101,226101,Dental Officer Grade UG41,83,67,0,16,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226102,226102,Dentist,83,67,67,16,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226201,226201,Pharmacist Grade UF41,86,65,65,21,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226202,226202,Pharmacist,86,65,65,21,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226207,226207,Pharmacist Grade UF44,86,65,65,21,True,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226301,226301,Environmental Health Officer Grade U41,37,16,16,21,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226320,226320,Occupational Safety and Health Adviser,38,16,16,22,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226324,226324,Authorised Gas Tester,61,34,0,27,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226325,226325,Indoor Air Quality (IAQ) Assessor,28,17,0,11,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226327,226327,Chemical Assessor,61,34,34,27,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226328,226328,Waste Management Competence Person,45,16,16,29,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226329,226329,Building Auditor,36,18,18,18,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226331,226331,Halal Executive,28,17,0,11,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226337,226337,Food and Drinks Technologist,139,73,0,66,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226341,226341,Landfill Engineer,47,20,20,27,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226344,226344,Major Hazard Competent Person,62,11,11,51,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226401,226401,Medical Rehabilitation Officer Grade U41,98,90,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226411,226411,Orthopaedic Physical Therapist,98,90,0,8,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226501,226501,Dietetics Officer Grade U41,103,81,81,22,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226502,226502,Dietician,103,81,81,22,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226514,226514,Food Preparation Officer Grade C41,53,31,0,22,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226601,226601,Audiologists,71,60,60,11,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226602,226602,Speech Therapist,87,73,73,14,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226603,226603,Orthoepist,87,73,73,14,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226701,226701,Optometry Officer Grade U41,60,46,0,14,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M226702,226702,Optometrist,60,46,46,14,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226703,226703,Optician,61,53,53,8,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226801,226801,Occupational Therapist,86,69,69,17,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226901,226901,X-Ray Technician Grade U41,77,55,55,22,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M226902,226902,Instructor Grade U41,60,29,0,31,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M231105,231105,Dental Lecturer Grade DUG51P,88,34,34,54,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M231117,231117,Pharmacy Lecturer Grade DUF45,95,32,32,63,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M232102,232102,"Teacher, Vocational",115,11,11,104,True,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238101,238101,Vocational Training Officer Grade DV41,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238102,238102,Skills Training Trainer,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238103,238103,Assistant Vocational Training Officer Grade DV29,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238106,238106,Assistant Vocational Training Officer Grade DV35,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238107,238107,Assistant Vocational Training Officer Grade DV37,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238108,238108,Assistant Vocational Training Officer Grade DV39,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238109,238109,Vocational Training Officer Grade DV43,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238110,238110,Vocational Training Officer Grade DV47,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238111,238111,Vocational Training Officer Grade DV51,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M238112,238112,Vocational Training Officer Grade DV53,115,11,11,104,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M239303,239303,Software Trainer,45,13,13,32,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M242103,242103,Operation Research Analyst,80,44,0,36,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M242401,242401,Staff Training Officer,36,16,16,20,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M242601,242601,Research Officer Grade Q41,34,17,0,17,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M242602,242602,Scientific Officer Grade C41,38,20,0,18,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M242603,242603,Agro-Based Biotech Food Researcher,71,45,45,26,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M242604,242604,Aquaculture Biotech Researcher,119,65,65,54,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M242609,242609,Research and Development Executive,82,28,28,54,True,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M242613,242613,Research Officer,34,17,0,17,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M243114,243114,Trade Product Specialist,56,28,28,28,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M243132,243132,Technical Sales Engineer,42,23,23,19,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M243301,243301,"Sales Representative, Medical",36,20,0,16,True,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M243401,243401,"Sales Representative, Information and Communications Technology",30,29,0,1,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M243410,243410,Digital Banking/Internet Technology Specialist,91,17,17,74,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251101,251101,Management Information Systems (MIS) Analyst,97,28,0,69,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M251116,251116,Technical Specialist (.Net),108,24,24,84,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251142,251142,Register Transfer Level (RTL) Designer (Information Technology),36,17,17,19,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251144,251144,Design Engineer (Information Technology),92,23,0,69,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M251201,251201,Software Developer,108,24,24,84,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251219,251219,Information Technology System Architect,92,23,0,69,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M251243,251243,Information System Executive,60,32,32,28,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251301,251301,Website Developer,103,26,26,77,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251302,251302,Internet/ Intranet Developer,103,26,26,77,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251401,251401,Computer Programmer,108,24,24,84,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251407,251407,Systems Programmer,97,20,20,77,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251419,251419,C/C++ Programmer,108,24,24,84,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251433,251433,Computer Infrastructure Specialist,60,32,32,28,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251434,251434,User Interface (UI)/ Gameplay Coders,98,17,0,81,False,low,partial_proxy,pending_low_confidence_review,Low Confidence; Requirements Held Out for Review
M251902,251902,Systems Tester,42,12,12,30,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M251916,251916,Information Technology Auditor,37,19,19,18,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252101,252101,Database Architect,103,27,27,76,False,medium,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252103,252103,Database Administrator,67,28,28,39,False,high,close_match,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252108,252108,Oracle Database Specialist,67,28,28,39,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
M252201,252201,Information Technology Officer Grade F41,97,28,28,69,False,medium,broader_proxy,auto_approved_medium_or_high_test_mapping,User-Authorized Test Core Candidates; Not Exact MASCO-ESCO Equivalence
