source_id,company,evidence_role,source_title_year,source_url,source_page,source_type,source_tier,retrieval_and_check,notes,local_snapshot,download_status,http_status,final_url,content_type,bytes,sha256,retrieved_at,retrieval_note
SRC-047,Kossan Rubber Industries Bhd,Row evidence,Kossan Sustainability Report 2025 (official current web source; accessed 2026-09-10),https://kossan.com.my/sustainability/,Web - employee performance indicators,Official company web/careers page,Secondary - explicitly flagged,Latest source identified and qualifying passage captured,Secondary source use is visible in the row title and remains QA-gated,,url_only_no_snapshot,,,,,,2026-09-10T09:56:18.325Z,Web page not archived; web scraping is prohibited for this package.
SRC-048,Pharmaniaga Berhad,Row evidence,Pharmaniaga Integrated Report 2025,https://pharmaniaga.com/wp-content/uploads/2026/04/Pharmaniaga-IR2025.pdf,138-139 (PDF p.71),"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_048_Pharmaniaga_Berhad.pdf,downloaded,200,https://pharmaniaga.com/wp-content/uploads/2026/04/Pharmaniaga-IR2025.pdf,application/pdf,11438707,534f52b6e90f3d91547ec02e358a2e7a3dc7416c10ed9ea04bc1074a84dda39b,2026-09-10T09:56:18.325Z,Direct PDF retained from this archive run.
SRC-049,Apex Healthcare Berhad,Row evidence,Apex Healthcare Annual Report 2024 (latest available official report),https://apexhealthcare.com.my/wp-content/uploads/2025/04/AnnualReport2024_HIRESFinal.pdf,92 (GRI 401-3),"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_049_Apex_Healthcare_Berhad.pdf,downloaded,200,https://apexhealthcare.com.my/wp-content/uploads/2025/04/AnnualReport2024_HIRESFinal.pdf,application/pdf,9822514,a40d21007feb26e6c6b53f79678830271bbd36c9898f07b5440df4ace92a618e,2026-09-10T09:56:18.329Z,Direct PDF retained from this archive run.
SRC-050,TMC Life Sciences Berhad,Row evidence,TMC Life Sciences Annual Report 2025,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,70-71 (PDF pp.72-73),"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_050_TMC_Life_Sciences_Berhad.pdf,downloaded,200,https://www.tmclife.com/wp-content/uploads/2025/09/TMCLSB-Annual-Report-2025.pdf,application/pdf,20227565,5026404ecbbad62709d5be4ad0333ab533e060041b7c435e9d99c62da0136ff2,2026-09-10T09:56:18.330Z,Direct PDF retained from this archive run.
SRC-051,Sunway Berhad,Row evidence,Sunway Berhad Sustainability Report 2025,https://www.sunway.com.my/wp-content/uploads/sustainability-reports/Sunway-Berhad-Sustainability-Report-2025.pdf,95,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_051_Sunway_Berhad.pdf,downloaded,200,https://www.sunway.com.my/wp-content/uploads/sustainability-reports/Sunway-Berhad-Sustainability-Report-2025.pdf,application/pdf,20626848,10107d2d056fc61025f1356197c3b308fd5eb1d4bbcc3f8c55c2551176deb832,2026-09-10T09:56:18.338Z,Direct PDF retained from this archive run.
SRC-052,IOI Properties Group Berhad,Row evidence,IOI Properties Sustainability Report 2025,https://www.ioiproperties.com.my/investors-media/reports,79,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,,url_only_no_snapshot,,,,,,2026-09-10T09:56:18.341Z,Web page not archived; web scraping is prohibited for this package.
SRC-053,AmanahRaya Real Estate Investment Trust,Row evidence,AmanahRaya REIT Integrated Annual Report 2025,https://www.insage.com.my/Upload/Docs/ARREIT/ARREIT-IAR%202025.pdf,106,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_053_AmanahRaya_Real_Estate_Investment_Trust.pdf,downloaded,200,https://www.insage.com.my/Upload/Docs/ARREIT/ARREIT-IAR%202025.pdf,application/pdf,13176415,bc1ff2ce791e863dea10c600e0dfbf4cf065d3df76737136263d51aa8a8325a7,2026-09-10T09:56:18.341Z,Direct PDF retained from this archive run.
SRC-054,Eco World Development Group Berhad,Row evidence,Eco World Integrated Annual Report 2025,https://ecoworld.my/wp-content/uploads/2026/02/Eco-World-Integrated-Annual-Report-2025-1.pdf,64,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_054_Eco_World_Development_Group_Berhad.pdf,downloaded,200,https://ecoworld.my/wp-content/uploads/2026/02/Eco-World-Integrated-Annual-Report-2025-1.pdf,application/pdf,10906746,5ac66fcd45393d6a144522a6021381654d12bcb5414092d388f360719679cbcd,2026-09-10T09:56:18.349Z,Direct PDF retained from this archive run.
SRC-055,Gamuda Berhad,Row evidence,Gamuda ESG Impact Report 2025,https://gamuda.listedcompany.com/misc/esg_impact_report_2025.pdf,"53, 154","Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_055_Gamuda_Berhad.pdf,downloaded,200,https://gamuda.listedcompany.com/misc/esg_impact_report_2025.pdf,application/pdf,48932764,fdff25d0675c100cd00e3060dceeadf12d01e1944bbcd24d4236c77918f97d8c,2026-09-10T09:56:18.353Z,Direct PDF retained from this archive run.
SRC-056,Sime Darby Property Berhad,Row evidence,Sime Darby Property Sustainability Report 2025,https://www.simedarbyproperty.com/sites/default/files/2026-04/SDP%20SR2025.pdf,"110, 150","Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_056_Sime_Darby_Property_Berhad.pdf,downloaded,200,https://www.simedarbyproperty.com/sites/default/files/2026-04/SDP%20SR2025.pdf,application/pdf,13084362,f0d2530bbd2ee33a18978e24d0410697ae43c66c8024932ac6792f7a9875ac16,2026-09-10T09:56:18.362Z,Direct PDF retained from this archive run.
SRC-057,SP Setia Berhad,Row evidence,S P Setia Berhad Integrated Report 2025,https://spsetia.com/wp-content/uploads/2026/04/S_P_Setia_Berhad_IR2025.pdf,220-221 (PDF p.112),"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_057_SP_Setia_Berhad.pdf,downloaded,200,https://spsetia.com/wp-content/uploads/2026/04/S_P_Setia_Berhad_IR2025.pdf,application/pdf,29540143,c40fb5b8575e65893d05c9c99a2adaeb9cc45d9a2299b60f6e0d3fd067eb150d,2026-09-10T09:56:18.367Z,Direct PDF retained from this archive run.
SRC-058,UEM Sunrise Berhad,Row evidence,UEM Sunrise Integrated Annual Report 2025,https://www.uem.com.my/media/vltfxjnd/uem-sunrise-iar2025.pdf,"154-155, 164-165","Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_058_UEM_Sunrise_Berhad.pdf,downloaded,200,https://www.uem.com.my/media/vltfxjnd/uem-sunrise-iar2025.pdf,application/pdf,10330398,0394c7df468db4ef66d5cf5670f3b051a7dae0e22f851446564a6b4f0b191c71,2026-09-10T09:56:18.373Z,Direct PDF retained from this archive run.
SRC-059,UOA Development Berhad,Row evidence,UOA Development Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,50,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_059_UOA_Development_Berhad.pdf,downloaded,200,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,application/pdf,2197660,6a0155ba8247747ed440f1a7d0a452d87dc37ec51c28c19f0ad9d7d1a672fae5,2026-09-10T09:56:18.377Z,Direct PDF retained from this archive run.
SRC-060,Sunway Construction Group Berhad,Row evidence,Sunway Construction Integrated Annual Report 2025,https://ir2.chartnexus.com/suncon/doc/ar/ar2025.pdf,342,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_060_Sunway_Construction_Group_Berhad.pdf,downloaded,200,https://ir2.chartnexus.com/suncon/doc/ar/ar2025.pdf,application/pdf,11661966,5c2dbc3e0f7136d06170d55ef1fb9268a4908a586286ca46c8e1383c2b088441,2026-09-10T09:56:18.379Z,Direct PDF retained from this archive run.
SRC-061,Johor Plantations Group Berhad,Row evidence,Johor Plantations Group Integrated Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=JPG&sFileName=26106000066793&sReportType=AR,257,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_061_Johor_Plantations_Group_Berhad.pdf,downloaded,200,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=JPG&sFileName=26106000066793&sReportType=AR,application/pdf,12752057,8383558f218dc3e4b564f6c7fbab421d94fdf625130290654cdead9182e3105b,2026-09-10T09:56:18.388Z,Direct PDF retained from this archive run.
SRC-062,MHC Plantations Bhd,Row evidence,MHC Plantations Annual Report 2024 (latest available official report),https://www.mhc.com.my/wp-content/uploads/2025/04/MHC-Annual-Report-2024.pdf,"34, 52","Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,,download_failed,,,,,,2026-09-10T09:56:18.406Z,Timed out after 40000 ms
SRC-063,NPC Resources Berhad,Row evidence,NPC Resources Annual Report 2024 (latest available official report),https://www.npc.com.my/NPC%202024%20-%20Bursa.pdf,79,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_063_NPC_Resources_Berhad.pdf,downloaded,200,https://www.npc.com.my/NPC%202024%20-%20Bursa.pdf,application/pdf,2114967,d046b444d039503c1395b0565250b17c2b6d6e00a1bd1bfb784c9cf03f22c3b5,2026-09-10T09:56:18.411Z,Direct PDF retained from this archive run.
SRC-064,Cepatwawasan Group Berhad,Row evidence,Cepatwawasan Annual Report 2024 (latest available official report),https://cepatgroup.com/wp-content/uploads/2025/04/ANNUAL-REPORT-2024.pdf,83,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_064_Cepatwawasan_Group_Berhad.pdf,downloaded,200,https://cepatgroup.com/wp-content/uploads/2025/04/ANNUAL-REPORT-2024.pdf,application/pdf,2236033,c3c27b696810b1e01d14d847a86c2c966559c46f184853dc8ecade539df3998b,2026-09-10T09:56:18.416Z,Direct PDF retained from this archive run.
SRC-065,Innoprise Plantations Berhad,Row evidence,Innoprise Plantations Annual Report 2025,https://innoprise.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,46,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_065_Innoprise_Plantations_Berhad.pdf,downloaded,200,https://innoprise.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,application/pdf,17747772,9cb364f7d5f6ac17a103d328c3f080f3951b47a7937ab94bda604faa248e1287,2026-09-10T09:56:18.417Z,Direct PDF retained from this archive run.
SRC-066,Kretam Holdings Berhad,Row evidence,Kretam Holdings Annual Report 2024,https://www.bursamalaysia.com/market_information/announcements/company_announcement/announcement_details?ann_id=3547792,Employee benefits accounting policy; exact PDF page pending QA,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,,url_only_no_snapshot,,,,,,2026-09-10T09:56:18.418Z,Web page not archived; web scraping is prohibited for this package.
SRC-067,TH Plantations Berhad,Row evidence,TH Plantations Annual Report 2025,https://www.thplantations.my/doc/agm/2026/ar2025.pdf,85,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_067_TH_Plantations_Berhad.pdf,downloaded,200,https://www.thplantations.my/doc/agm/2026/ar2025.pdf,application/pdf,6211852,19e931fa89855d60ad5d85669f3e0adbc765aebd3d028be3ec1ae136309f75bc,2026-09-10T09:56:18.418Z,Direct PDF retained from this archive run.
SRC-068,Pinehill Pacific Berhad,Row evidence,Pinehill Pacific Annual Report 2023 (latest official report located),https://www.pinepac.com.my/pdf/2023_Pinehill-Annual-Report.pdf,18,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,SOURCE_FILES/SRC_068_Pinehill_Pacific_Berhad.pdf,downloaded,200,https://www.pinepac.com.my/pdf/2023_Pinehill-Annual-Report.pdf,application/pdf,1294084,f7bd8f9c6e9bcf77d9e7abec58f0de0aa24e3942044f44a548c5c356e4a2a245,2026-09-10T09:56:18.421Z,Direct PDF retained from this archive run.
SRC-069,United Plantations Berhad,Row evidence,United Plantations Sustainability Report 2025,https://unitedplantations.com/wp-content/uploads/2026/02/Sustainability_Report_2025.pdf,87,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,,download_failed,,,,,,2026-09-10T09:56:18.421Z,Timed out after 40000 ms
SRC-070,Sarawak Oil Palms Berhad,Row evidence,Sarawak Oil Palms Annual Report 2025,https://www.sop.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,111,"Official company, Bursa, or listed-company report",Primary,Latest source identified and qualifying passage captured,Current/latest source only,,download_failed,,,,,,2026-09-10T09:56:18.429Z,Timed out after 40000 ms
SRC-071,Bursa Malaysia Berhad,Rejected-candidate archive,Bursa Malaysia Sustainability Report 2025,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/69a77aa9cd34aa8f26aa23ad/Bursa_SR_2025.pdf,Latest report identified; official PDF access returned 403 and targeted indexed search found no eligible passage,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No qualifying current disclosure could be verified. Older benefits were not carried forward. Replacement: Syarikat Takaful Malaysia Keluarga Berhad (6139).,,download_failed,,,,,,2026-09-10T09:56:18.790Z,HTTP 403
SRC-072,Bank Islam Malaysia Berhad,Rejected-candidate archive,Bank Islam Integrated Annual Report 2025,https://www.insage.com.my/Upload/Docs/BANKISLAM/BankIslam-IAR2025Corp.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,Only a generic flexible-working reference was located; no specific mapped modality or current family-benefit field was stated. Replacement: AEON Credit Service (M) Berhad (5139).,SOURCE_FILES/SRC_072_Bank_Islam_Malaysia_Berhad.pdf,downloaded,200,https://www.insage.com.my/Upload/Docs/BANKISLAM/BankIslam-IAR2025Corp.pdf,application/pdf,11366781,9fb8c85fbe8adcb124f2457672a640199cd01f7e55a41947085eb19d02d7cbac,2026-09-10T09:56:20.379Z,Direct PDF retained from this archive run.
SRC-073,Astro Malaysia Holdings Berhad,Rejected-candidate archive,Astro Integrated Annual Report 2026,https://www.astro.com.my/AR2026/documents/LowRes_Astro_IAR2026.pdf,No qualifying policy disclosure located in the 204-page report,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,Latest report discloses zero eligible current employee family-friendly or work-flexibility benefits. The TalentCorp career-comeback relationship is external historical evidence and does not satisfy the latest-report inclusion gate. Replacement: Inari Amertron Berhad (0166).,SOURCE_FILES/SRC_073_Astro_Malaysia_Holdings_Berhad.pdf,downloaded,200,https://www.astro.com.my/AR2026/documents/LowRes_Astro_IAR2026.pdf,application/pdf,2203588,265cee82fd39189b71719eedf8fc6ba45a269f352b738762e5a4f120f6ad9b81,2026-09-10T09:56:20.389Z,Direct PDF retained from this archive run.
SRC-074,Frontken Corporation Bhd,Rejected-candidate archive,Frontken Corporation Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=FRONTKN&sFileName=26119000067150&sReportType=AR,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Unisem (M) Berhad (5005).,SOURCE_FILES/SRC_074_Frontken_Corporation_Bhd.pdf,downloaded,200,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=FRONTKN&sFileName=26119000067150&sReportType=AR,application/pdf,7633700,14d0435accc64a8f387c769f6bb15f7d953da74b5613d30a8c8c1678fad5546d,2026-09-10T09:56:20.390Z,Direct PDF retained from this archive run.
SRC-075,Maxis Berhad,Rejected-candidate archive,Maxis Integrated Annual Report 2025,https://maxis.listedcompany.com/newsroom/Maxis_Integrated_Annual_Report_2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No eligible employee benefit located; hybrid references concerned customer broadband use. Replacement: UWC Berhad (5292).,SOURCE_FILES/SRC_075_Maxis_Berhad.pdf,downloaded,200,https://maxis.listedcompany.com/newsroom/Maxis_Integrated_Annual_Report_2025.pdf,application/pdf,1779498,ec560f08906edf2eeb360e53dccbe76a75b21081285a369c699c1c34b3f7b4a7,2026-09-10T09:56:20.395Z,Direct PDF retained from this archive run.
SRC-076,TIME dotCom Berhad,Rejected-candidate archive,TIME dotCom Annual Report 2025,https://www.time.com.my/wp-content/uploads/2026/04/Time-Annual-Report-2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No eligible employee benefit located; hybrid references were not workforce arrangements. Replacement: Genetec Technology Berhad (0104).,SOURCE_FILES/SRC_076_TIME_dotCom_Berhad.pdf,downloaded,200,https://www.time.com.my/wp-content/uploads/2026/04/Time-Annual-Report-2025.pdf,application/pdf,5627113,05b9e10668f986551ec39fea0efeef3448b3f58ef9ec07a6df1a23f08ec2b3fd,2026-09-10T09:56:20.397Z,
SRC-077,Bumi Armada Berhad,Rejected-candidate archive,Bumi Armada Annual Report 2025,https://www.bumiarmada.com/wp-content/uploads/2026/04/Bumi-Armada-Berhad-AR2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: MISC Berhad (3816).,SOURCE_FILES/SRC_077_Bumi_Armada_Berhad.pdf,downloaded,200,https://www.bumiarmada.com/wp-content/uploads/2026/04/Bumi-Armada-Berhad-AR2025.pdf,application/pdf,18025291,a97c70c2552e88668ebc055a9d39aa1d9e8bd548561f620e99027498cb6c9e79,2026-09-10T09:56:28.293Z,Direct PDF retained from this archive run.
SRC-078,Dialog Group Berhad,Rejected-candidate archive,DIALOG Sustainability Report 2025,https://cdn.prod.website-files.com/64e0db253df2a4e609fc1249/68f19bcb78630ec6a5abea25_02%20DIALOG%20Sustainability%20Report%202025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,Schooling assistance was not treated as childcare subsidy; no mapped family/flexibility field was located. Replacement: Salcon Berhad (8567).,SOURCE_FILES/SRC_078_Dialog_Group_Berhad.pdf,downloaded,200,https://cdn.prod.website-files.com/64e0db253df2a4e609fc1249/68f19bcb78630ec6a5abea25_02%20DIALOG%20Sustainability%20Report%202025.pdf,application/pdf,1823529,c6706a475517b2a3232872b32408bd2c637148f776bc11f3c53952ab1ee9cf22,2026-09-10T09:56:28.306Z,Direct PDF retained from this archive run.
SRC-079,Hibiscus Petroleum Berhad,Rejected-candidate archive,Hibiscus Petroleum Sustainability Report FY2025,https://www.hibiscuspetroleum.com/wp-content/uploads/2025/10/02-Sustainability-Report-FY2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Solarvest Holdings Berhad (0215).,,download_failed,,,,,,2026-09-10T09:56:28.309Z,fetch failed
SRC-080,Tenaga Nasional Berhad,Rejected-candidate archive,TNB Integrated Annual Report 2025,https://www.tnb.com.my/assets/annual_report/TNB_IAR_2025.pdf,298,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,"The latest report names a company-wide flexible working arrangement but does not state a specific mapped modality such as hours, hybrid, or remote work. Replacement: Samaiden Group Berhad (0223).",SOURCE_FILES/SRC_080_Tenaga_Nasional_Berhad.pdf,downloaded,200,https://www.tnb.com.my/assets/annual_report/TNB_IAR_2025.pdf,application/pdf,14078046,cf18ea8dc92669617f01f0e4f88a2e9d754630c31c217f6c54bfff79f9d9e093,2026-09-10T09:56:29.014Z,
SRC-081,Gas Malaysia Berhad,Rejected-candidate archive,Gas Malaysia Annual Report 2025,https://ir2.chartnexus.com/gasmsia/onenew.php?id=3656425&type=Announcement,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: PETRONAS Chemicals Group Berhad (5183).,,url_only_no_snapshot,,,,,,2026-09-10T09:56:37.017Z,Web page not archived; web scraping is prohibited for this package.
SRC-082,Carlsberg Brewery Malaysia Berhad,Rejected-candidate archive,Carlsberg Brewery Malaysia Integrated Annual Report 2025,https://ir.carlsbergmalaysia.com.my/media/z0hluact/interactive-cbmb_iar2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,Flexible-benefits and award references did not state an eligible current family or mapped work-flexibility benefit. Replacement: Ajinomoto (Malaysia) Berhad (2658).,,download_failed,,,,,,2026-09-10T09:56:37.017Z,File exceeded 52428800 bytes
SRC-083,Dutch Lady Milk Industries Berhad,Rejected-candidate archive,Dutch Lady Milk Industries Integrated Annual Report 2025,https://www.dutchlady.com.my/wp-content/uploads/2026/04/INTERACTIVE-PDF-DLMI-IAR2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,The report referenced a prior-year programme award but did not specify a current mapped flexibility modality or family benefit. Replacement: PPB Group Berhad (4065).,,download_failed,,,,,,2026-09-10T09:56:47.244Z,Timed out after 40000 ms
SRC-084,Farm Fresh Berhad,Rejected-candidate archive,Farm Fresh Integrated Annual Report 2026,https://www.insage.com.my/ir/cmn/trps02/ar.aspx?Symbol=5306,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Kawan Food Berhad (7216).,,url_only_no_snapshot,,,,,,2026-09-10T09:56:58.151Z,Web page not archived; web scraping is prohibited for this package.
SRC-085,Supermax Corporation Berhad,Rejected-candidate archive,Supermax Annual Report 2025,https://supermax.com.my/media/ieqjk1as/annual-report-2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No eligible employee benefit located; remote-work wording appeared only in cybersecurity-risk context. Replacement: Apex Healthcare Berhad (7090).,SOURCE_FILES/SRC_085_Supermax_Corporation_Berhad.pdf,downloaded,200,https://supermax.com.my/media/ieqjk1as/annual-report-2025.pdf,application/pdf,9182428,5ee541e67ba2425ee3d87b7743ddc84fa6acd46ac5c7c10f997ef4520f24e367,2026-09-10T09:56:58.151Z,
SRC-086,Mah Sing Group Berhad,Rejected-candidate archive,Mah Sing Integrated Annual Report 2025,https://www.mahsing.com.my/web/storage/FA_15149-Mah-Sing-IR-2025_Full-Set_LR.pdf,Latest report identified; direct file returned HTML and targeted indexed search found no eligible passage,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No qualifying current disclosure could be verified from the latest official reporting package. Replacement: AmanahRaya Real Estate Investment Trust (5127).,,url_only_no_snapshot,200,https://www.mahsing.com.my/,text/html; charset=UTF-8,,,2026-09-10T09:56:58.159Z,Endpoint returned HTML; content was not downloaded because web scraping is prohibited for this package.
SRC-087,OSK Holdings Berhad,Rejected-candidate archive,OSK Holdings Sustainability Report 2025,https://ir2.chartnexus.com/osk/docs/agm/2026/OSKH-Sustainability-Report-2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Sunway Construction Group Berhad (5263).,SOURCE_FILES/SRC_087_OSK_Holdings_Berhad.pdf,downloaded,200,https://ir2.chartnexus.com/osk/docs/agm/2026/OSKH-Sustainability-Report-2025.pdf,application/pdf,13074001,3a968827e602328097b013b9e41814d1a4a8abcceb7f8bade2a719e6288abc72,2026-09-10T09:56:58.252Z,Direct PDF retained from this archive run.
SRC-088,SD Guthrie Berhad,Rejected-candidate archive,SD Guthrie Integrated Report 2025,https://www.insage.com.my/Upload/Docs/SDG/SD%20Guthrie%20Integrated%20Report%202025.pdf,8-9 and full-report term screen,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,The report mentions flexible work models but does not disclose a specific mapped modality or eligible family benefit. Replacement: Johor Plantations Group Berhad (5323).,SOURCE_FILES/SRC_088_SD_Guthrie_Berhad.pdf,downloaded,200,https://www.insage.com.my/Upload/Docs/SDG/SD%20Guthrie%20Integrated%20Report%202025.pdf,application/pdf,15276315,c52da25e3cc5e80e899ef32f48441a77dc9859d5e5da0773350797b0be34311d,2026-09-10T09:56:58.261Z,Direct PDF retained from this archive run.
SRC-089,FGV Holdings Berhad,Rejected-candidate archive,FGV Annual Integrated Report 2024 (latest available integrated report),https://www.fgvholdings.com/wp-content/uploads/2025/12/FGV_Annual-Integrated-Report-2024-Interactive.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,Current benefits from older reports were not carried forward; no qualifying passage was located in the latest available integrated report. Replacement: MHC Plantations Bhd (5026).,,download_failed,,,,,,2026-09-10T09:56:58.271Z,Timed out after 40000 ms
SRC-090,Genting Plantations Berhad,Rejected-candidate archive,Genting Plantations Integrated Annual Report 2025,https://www.gentingplantations.com/wp-content/uploads/2026/04/GENP-IAR2025.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: NPC Resources Berhad (5047).,SOURCE_FILES/SRC_090_Genting_Plantations_Berhad.pdf,downloaded,200,https://www.gentingplantations.com/wp-content/uploads/2026/04/GENP-IAR2025.pdf,application/pdf,6595118,62be7822e1be0b75f15894924f09a3245afed9257f602c176f6d12df3a8f7b52,2026-09-10T09:56:58.409Z,
SRC-091,IOI Corporation Berhad,Rejected-candidate archive,IOI Corporation Sustainability Report 2025,https://www.ioigroup.com/integrated-report/sr/2025/pdf/IOIG_SR25_Fullbook%28Single%20Page%29.pdf,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Cepatwawasan Group Berhad (8982).,,download_failed,,,,,,2026-09-10T09:56:58.423Z,File exceeded 52428800 bytes
SRC-092,Kuala Lumpur Kepong Berhad,Rejected-candidate archive,Kuala Lumpur Kepong Annual Report 2025,https://www.klk.com.my/annual-reports/,Official 2025 reporting package screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Innoprise Plantations Berhad (6262).,,url_only_no_snapshot,,,,,,2026-09-10T09:56:58.431Z,Web page not archived; web scraping is prohibited for this package.
SRC-093,TDM Berhad,Rejected-candidate archive,TDM Integrated Annual Report 2025,https://insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=TDM&sFileName=26118000067101&sReportType=AR,Full latest report screened,"Official company, Bursa, or listed-company report",Primary,Latest-source term screen completed,No explicit current employee family-friendly or mapped flexibility benefit located in the latest available official report. Replacement: Kretam Holdings Berhad (1996).,,download_failed,,,,,,2026-09-10T09:56:58.432Z,Timed out after 40000 ms
